Threshold,J-Score,Accuracy,Precision,Recall,F1-score,AUC,Specificity,NPV,TN,FP,FN,TP
0.5031812,0.4657941701368233,0.7325996430696015,0.7689133425034388,0.6650803093396788,0.713237639553429,0.7924251201711681,0.800118976799524,0.7049266247379455,1345,336,563,1118
